week,season_year,month,drive_id,uarter,time,pos_team,def_team,home,pos_division,def_division,yardline,down,yards_to_go,play_type,play_direction,yards,game_time
4,2014,9,16,4,1728,SD,JAX,1,AFC-WEST,AFC-SOUTH,55,3,3,1,short middle,0,Regular
4,2014,9,17,4,1710,JAX,SD,0,AFC-SOUTH,AFC-WEST,20,1,10,0,left tackle,7,Regular
4,2014,9,17,4,1674,JAX,SD,0,AFC-SOUTH,AFC-WEST,28,2,3,1,short right,2,Regular
4,2014,9,17,4,1635,JAX,SD,0,AFC-SOUTH,AFC-WEST,30,3,1,0,center,2,Regular
4,2014,9,17,4,1578,JAX,SD,0,AFC-SOUTH,AFC-WEST,61,1,10,1,short right,1,Regular
4,2014,9,17,4,1562,JAX,SD,0,AFC-SOUTH,AFC-WEST,62,2,9,0,Scrambles,8,Regular
4,2014,9,17,4,1517,JAX,SD,0,AFC-SOUTH,AFC-WEST,71,3,1,0,center,0,Regular
4,2014,9,17,4,1476,JAX,SD,0,AFC-SOUTH,AFC-WEST,71,4,1,0,right tackle,0,Regular
4,2014,9,18,4,1470,SD,JAX,1,AFC-WEST,AFC-SOUTH,29,1,10,0,left tackle,2,Regular
4,2014,9,18,4,1433,SD,JAX,1,AFC-WEST,AFC-SOUTH,31,2,8,0,center,1,Regular
4,2014,9,18,4,1382,SD,JAX,1,AFC-WEST,AFC-SOUTH,32,3,7,1,short right,5,Regular
4,2014,9,19,4,1333,JAX,SD,0,AFC-SOUTH,AFC-WEST,50,1,10,1,short left,12,Regular
4,2014,9,19,4,1309,JAX,SD,0,AFC-SOUTH,AFC-WEST,14,1,10,1,short left,10,Regular
4,2014,9,19,4,1274,JAX,SD,0,AFC-SOUTH,AFC-WEST,25,1,10,1,short left,0,Regular
4,2014,9,19,4,1268,JAX,SD,0,AFC-SOUTH,AFC-WEST,25,2,10,1,Sack,-7,Regular
4,2014,9,19,4,1234,JAX,SD,0,AFC-SOUTH,AFC-WEST,17,3,17,1,short right,30,Regular
4,2014,9,19,4,1176,JAX,SD,0,AFC-SOUTH,AFC-WEST,43,2,16,1,short right,4,Regular
4,2014,9,19,4,1165,JAX,SD,0,AFC-SOUTH,AFC-WEST,61,1,10,1,short right,1,Regular
4,2014,9,20,4,1120,SD,JAX,1,AFC-WEST,AFC-SOUTH,68,1,10,0,center,0,Regular
4,2014,9,20,4,1115,SD,JAX,1,AFC-WEST,AFC-SOUTH,68,2,10,0,left tackle,7,Regular
