week,season_year,month,drive_id,uarter,time,pos_team,def_team,home,pos_division,def_division,yardline,down,yards_to_go,play_type,play_direction,yards,game_time
10,2015,11,2,1,4284,CHI,STL,0,NFC-NORTH,NFC-WEST,5,2,11,1,short left,87,Regular
10,2015,11,3,1,4270,STL,CHI,1,NFC-WEST,NFC-NORTH,13,1,10,1,short right,1,Regular
10,2015,11,3,1,4236,STL,CHI,1,NFC-WEST,NFC-NORTH,14,2,9,0,right tackle,1,Regular
10,2015,11,3,1,4195,STL,CHI,1,NFC-WEST,NFC-NORTH,15,3,8,1,short left,8,Regular
10,2015,11,3,1,4148,STL,CHI,1,NFC-WEST,NFC-NORTH,24,1,10,0,center,4,Regular
10,2015,11,3,1,4113,STL,CHI,1,NFC-WEST,NFC-NORTH,28,2,6,0,right tackle,0,Regular
10,2015,11,3,1,4070,STL,CHI,1,NFC-WEST,NFC-NORTH,28,3,6,1,short left,0,Regular
10,2015,11,4,1,4044,STL,CHI,1,NFC-WEST,NFC-NORTH,80,1,20,0,left tackle,12,Regular
10,2015,11,4,1,4004,STL,CHI,1,NFC-WEST,NFC-NORTH,93,2,8,0,left tackle,1,Regular
10,2015,11,4,1,3957,STL,CHI,1,NFC-WEST,NFC-NORTH,94,3,7,1,short left,6,Regular
10,2015,11,5,1,3904,CHI,STL,0,NFC-NORTH,NFC-WEST,4,1,10,0,left tackle,5,Regular
10,2015,11,5,1,3868,CHI,STL,0,NFC-NORTH,NFC-WEST,9,2,5,1,short middle,5,Regular
10,2015,11,5,1,3827,CHI,STL,0,NFC-NORTH,NFC-WEST,15,1,10,0,left guard,2,Regular
10,2015,11,5,1,3784,CHI,STL,0,NFC-NORTH,NFC-WEST,17,2,8,1,short right,10,Regular
10,2015,11,5,1,3748,CHI,STL,0,NFC-NORTH,NFC-WEST,28,1,10,0,right guard,1,Regular
10,2015,11,5,1,3717,CHI,STL,0,NFC-NORTH,NFC-WEST,29,2,9,1,short left,7,Regular
10,2015,11,5,1,3672,CHI,STL,0,NFC-NORTH,NFC-WEST,37,3,2,1,short right,0,Regular
10,2015,11,7,1,3655,CHI,STL,0,NFC-NORTH,NFC-WEST,89,1,10,0,left tackle,2,Regular
