week,season_year,month,drive_id,uarter,time,pos_team,def_team,home,pos_division,def_division,yardline,down,yards_to_go,play_type,play_direction,yards,game_time
1,2015,9,1,1,4500,PIT,NE,0,AFC-NORTH,AFC-EAST,13,1,10,0,right tackle,18,Prime
1,2015,9,1,1,4461,PIT,NE,0,AFC-NORTH,AFC-EAST,32,1,10,1,short right,9,Prime
1,2015,9,1,1,4444,PIT,NE,0,AFC-NORTH,AFC-EAST,42,2,1,0,right guard,4,Prime
1,2015,9,1,1,4406,PIT,NE,0,AFC-NORTH,AFC-EAST,56,1,10,1,short right,14,Prime
1,2015,9,1,1,4362,PIT,NE,0,AFC-NORTH,AFC-EAST,71,1,10,0,right guard,11,Prime
1,2015,9,1,1,4325,PIT,NE,0,AFC-NORTH,AFC-EAST,83,1,10,1,Sack,-8,Prime
1,2015,9,1,1,4253,PIT,NE,0,AFC-NORTH,AFC-EAST,63,2,28,0,right guard,6,Prime
1,2015,9,1,1,4228,PIT,NE,0,AFC-NORTH,AFC-EAST,70,3,22,1,short right,10,Prime
1,2015,9,2,1,4154,NE,PIT,1,AFC-EAST,AFC-NORTH,26,1,10,1,short left,12,Prime
1,2015,9,2,1,4140,NE,PIT,1,AFC-EAST,AFC-NORTH,39,1,10,1,short left,13,Prime
1,2015,9,2,1,4111,NE,PIT,1,AFC-EAST,AFC-NORTH,62,1,10,1,short right,0,Prime
1,2015,9,2,1,4107,NE,PIT,1,AFC-EAST,AFC-NORTH,62,2,10,1,deep right,0,Prime
1,2015,9,2,1,4102,NE,PIT,1,AFC-EAST,AFC-NORTH,62,3,10,1,Sack,0,Prime
1,2015,9,3,1,4061,PIT,NE,0,AFC-NORTH,AFC-EAST,48,1,10,0,left guard,6,Prime
1,2015,9,3,1,4027,PIT,NE,0,AFC-NORTH,AFC-EAST,5,2,4,0,left tackle,-1,Prime
1,2015,9,3,1,3986,PIT,NE,0,AFC-NORTH,AFC-EAST,4,3,5,1,short left,10,Prime
1,2015,9,3,1,3929,PIT,NE,0,AFC-NORTH,AFC-EAST,9,1,15,1,short right,3,Prime
1,2015,9,3,1,3888,PIT,NE,0,AFC-NORTH,AFC-EAST,13,2,12,1,Sack,-6,Prime
1,2015,9,3,1,3843,PIT,NE,0,AFC-NORTH,AFC-EAST,6,3,18,1,deep left,17,Prime
1,2015,9,4,1,3794,NE,PIT,1,AFC-EAST,AFC-NORTH,2,1,10,0,left tackle,8,Prime
1,2015,9,4,1,3760,NE,PIT,1,AFC-EAST,AFC-NORTH,10,2,2,0,center,1,Prime
1,2015,9,4,1,3725,NE,PIT,1,AFC-EAST,AFC-NORTH,11,3,1,0,center,1,Prime
1,2015,9,4,1,3645,NE,PIT,1,AFC-EAST,AFC-NORTH,2,1,20,1,short left,9,Prime
1,2015,9,4,1,3612,NE,PIT,1,AFC-EAST,AFC-NORTH,11,2,11,1,short left,9,Prime
1,2015,9,4,2,3600,NE,PIT,1,AFC-EAST,AFC-NORTH,21,3,2,0,left tackle,9,Prime
1,2015,9,4,2,3570,NE,PIT,1,AFC-EAST,AFC-NORTH,31,1,10,0,left tackle,-3,Prime
1,2015,9,4,2,3535,NE,PIT,1,AFC-EAST,AFC-NORTH,28,2,13,1,short left,7,Prime
1,2015,9,4,2,3501,NE,PIT,1,AFC-EAST,AFC-NORTH,36,3,6,1,short middle,8,Prime
1,2015,9,4,2,3464,NE,PIT,1,AFC-EAST,AFC-NORTH,44,1,10,0,right tackle,3,Prime
1,2015,9,4,2,3433,NE,PIT,1,AFC-EAST,AFC-NORTH,57,2,7,1,short right,13,Prime
1,2015,9,4,2,3400,NE,PIT,1,AFC-EAST,AFC-NORTH,71,1,10,1,deep right,19,Prime
1,2015,9,4,2,3376,NE,PIT,1,AFC-EAST,AFC-NORTH,92,1,10,1,short right,16,Prime
1,2015,9,5,2,3371,PIT,NE,0,AFC-NORTH,AFC-EAST,13,1,10,0,center,2,Prime
1,2015,9,5,2,3333,PIT,NE,0,AFC-NORTH,AFC-EAST,15,2,8,1,short left,0,Prime
1,2015,9,5,2,3327,PIT,NE,0,AFC-NORTH,AFC-EAST,15,3,8,1,deep left,43,Prime
1,2015,9,5,2,3302,PIT,NE,0,AFC-NORTH,AFC-EAST,71,1,10,0,left tackle,6,Prime
1,2015,9,5,2,3270,PIT,NE,0,AFC-NORTH,AFC-EAST,78,2,4,0,right tackle,1,Prime
1,2015,9,5,2,3226,PIT,NE,0,AFC-NORTH,AFC-EAST,79,3,3,1,deep right,0,Prime
1,2015,9,6,2,3218,NE,PIT,1,AFC-EAST,AFC-NORTH,30,1,10,1,short middle,14,Prime
1,2015,9,6,2,3186,NE,PIT,1,AFC-EAST,AFC-NORTH,54,1,10,0,center,0,Prime
1,2015,9,6,2,3147,NE,PIT,1,AFC-EAST,AFC-NORTH,54,2,10,1,deep left,18,Prime
1,2015,9,6,2,3118,NE,PIT,1,AFC-EAST,AFC-NORTH,74,1,10,1,short middle,12,Prime
1,2015,9,6,2,3082,NE,PIT,1,AFC-EAST,AFC-NORTH,87,1,10,0,left guard,8,Prime
1,2015,9,6,2,3060,NE,PIT,1,AFC-EAST,AFC-NORTH,96,2,2,0,center,1,Prime
1,2015,9,6,2,3019,NE,PIT,1,AFC-EAST,AFC-NORTH,97,3,1,0,center,2,Prime
1,2015,9,6,2,2986,NE,PIT,1,AFC-EAST,AFC-NORTH,50,1,9,1,short left,3,Prime
1,2015,9,6,2,2946,NE,PIT,1,AFC-EAST,AFC-NORTH,53,2,6,1,short middle,6,Prime
1,2015,9,7,2,2937,PIT,NE,0,AFC-NORTH,AFC-EAST,9,1,10,1,short right,5,Prime
1,2015,9,7,2,2871,PIT,NE,0,AFC-NORTH,AFC-EAST,4,2,15,1,short left,9,Prime
1,2015,9,7,2,2833,PIT,NE,0,AFC-NORTH,AFC-EAST,14,3,6,1,deep right,37,Prime
1,2015,9,7,2,2820,PIT,NE,0,AFC-NORTH,AFC-EAST,63,1,10,0,left guard,2,Prime
1,2015,9,7,2,2789,PIT,NE,0,AFC-NORTH,AFC-EAST,65,2,8,1,short left,5,Prime
1,2015,9,7,2,2753,PIT,NE,0,AFC-NORTH,AFC-EAST,71,3,3,1,deep right,0,Prime
1,2015,9,7,2,2748,PIT,NE,0,AFC-NORTH,AFC-EAST,71,4,3,1,short middle,4,Prime
1,2015,9,7,2,2743,PIT,NE,0,AFC-NORTH,AFC-EAST,75,1,10,0,left tackle,5,Prime
1,2015,9,7,2,2719,PIT,NE,0,AFC-NORTH,AFC-EAST,81,2,5,1,deep left,0,Prime
1,2015,9,7,2,2713,PIT,NE,0,AFC-NORTH,AFC-EAST,81,3,5,1,short middle,0,Prime
1,2015,9,9,3,2700,NE,PIT,1,AFC-EAST,AFC-NORTH,13,1,10,1,short right,10,Prime
1,2015,9,9,3,2670,NE,PIT,1,AFC-EAST,AFC-NORTH,24,1,10,0,center,4,Prime
1,2015,9,9,3,2646,NE,PIT,1,AFC-EAST,AFC-NORTH,28,2,6,0,left tackle,1,Prime
1,2015,9,9,3,2609,NE,PIT,1,AFC-EAST,AFC-NORTH,29,3,5,1,short right,10,Prime
1,2015,9,9,3,2575,NE,PIT,1,AFC-EAST,AFC-NORTH,40,1,10,0,left guard,11,Prime
1,2015,9,9,3,2538,NE,PIT,1,AFC-EAST,AFC-NORTH,61,1,10,0,right tackle,9,Prime
1,2015,9,9,3,2517,NE,PIT,1,AFC-EAST,AFC-NORTH,71,2,1,1,short left,6,Prime
1,2015,9,9,3,2477,NE,PIT,1,AFC-EAST,AFC-NORTH,99,1,1,0,right guard,0,Prime
1,2015,9,9,3,2443,NE,PIT,1,AFC-EAST,AFC-NORTH,99,2,1,1,short left,1,Prime
1,2015,9,10,3,2437,PIT,NE,0,AFC-NORTH,AFC-EAST,13,1,10,0,center,28,Prime
1,2015,9,10,3,2398,PIT,NE,0,AFC-NORTH,AFC-EAST,43,1,10,1,deep left,33,Prime
1,2015,9,10,3,2354,PIT,NE,0,AFC-NORTH,AFC-EAST,89,1,10,0,right guard,7,Prime
1,2015,9,10,3,2316,PIT,NE,0,AFC-NORTH,AFC-EAST,96,2,3,0,left guard,10,Prime
1,2015,9,10,3,2278,PIT,NE,0,AFC-NORTH,AFC-EAST,88,1,2,0,left guard,1,Prime
1,2015,9,10,3,2236,PIT,NE,0,AFC-NORTH,AFC-EAST,99,2,1,0,left guard,0,Prime
1,2015,9,10,3,2208,PIT,NE,0,AFC-NORTH,AFC-EAST,99,3,1,0,left guard,1,Prime
1,2015,9,11,3,2203,NE,PIT,1,AFC-EAST,AFC-NORTH,13,1,10,0,right tackle,13,Prime
1,2015,9,11,3,2177,NE,PIT,1,AFC-EAST,AFC-NORTH,27,1,10,1,short left,-5,Prime
1,2015,9,11,3,2136,NE,PIT,1,AFC-EAST,AFC-NORTH,21,2,15,1,short middle,12,Prime
1,2015,9,11,3,2100,NE,PIT,1,AFC-EAST,AFC-NORTH,35,3,3,1,Sack,-7,Prime
1,2015,9,12,3,2055,PIT,NE,0,AFC-NORTH,AFC-EAST,20,1,10,0,left tackle,12,Prime
1,2015,9,12,3,2023,PIT,NE,0,AFC-NORTH,AFC-EAST,33,1,10,0,left tackle,5,Prime
1,2015,9,12,3,1979,PIT,NE,0,AFC-NORTH,AFC-EAST,39,2,5,0,left tackle,-1,Prime
1,2015,9,12,3,1935,PIT,NE,0,AFC-NORTH,AFC-EAST,38,3,6,1,short left,12,Prime
1,2015,9,12,3,1891,PIT,NE,0,AFC-NORTH,AFC-EAST,60,1,10,1,deep right,26,Prime
1,2015,9,12,3,1874,PIT,NE,0,AFC-NORTH,AFC-EAST,89,1,10,0,center,5,Prime
1,2015,9,12,3,1832,PIT,NE,0,AFC-NORTH,AFC-EAST,94,2,5,1,short right,6,Prime
1,2015,9,12,4,1800,PIT,NE,0,AFC-NORTH,AFC-EAST,51,1,8,0,right guard,0,Prime
1,2015,9,12,4,1759,PIT,NE,0,AFC-NORTH,AFC-EAST,51,2,8,1,short right,3,Prime
1,2015,9,12,4,1710,PIT,NE,0,AFC-NORTH,AFC-EAST,99,1,1,1,short middle,0,Prime
1,2015,9,12,4,1705,PIT,NE,0,AFC-NORTH,AFC-EAST,99,2,1,0,center,0,Prime
1,2015,9,12,4,1642,PIT,NE,0,AFC-NORTH,AFC-EAST,55,3,5,0,center,-1,Prime
1,2015,9,13,4,1594,NE,PIT,1,AFC-EAST,AFC-NORTH,14,1,10,1,deep right,52,Prime
1,2015,9,13,4,1565,NE,PIT,1,AFC-EAST,AFC-NORTH,80,1,10,1,deep middle,0,Prime
1,2015,9,13,4,1560,NE,PIT,1,AFC-EAST,AFC-NORTH,80,2,10,0,center,5,Prime
1,2015,9,13,4,1503,NE,PIT,1,AFC-EAST,AFC-NORTH,99,1,1,0,right guard,0,Prime
1,2015,9,13,4,1468,NE,PIT,1,AFC-EAST,AFC-NORTH,99,2,1,1,short right,0,Prime
1,2015,9,13,4,1464,NE,PIT,1,AFC-EAST,AFC-NORTH,99,3,1,1,short left,1,Prime
1,2015,9,14,4,1460,PIT,NE,0,AFC-NORTH,AFC-EAST,13,1,10,0,left guard,7,Prime
1,2015,9,14,4,1424,PIT,NE,0,AFC-NORTH,AFC-EAST,20,2,3,1,short middle,0,Prime
1,2015,9,14,4,1420,PIT,NE,0,AFC-NORTH,AFC-EAST,20,3,3,1,short right,0,Prime
1,2015,9,15,4,1409,NE,PIT,1,AFC-EAST,AFC-NORTH,19,1,10,0,left guard,-2,Prime
1,2015,9,15,4,1378,NE,PIT,1,AFC-EAST,AFC-NORTH,17,2,12,1,deep right,0,Prime
1,2015,9,15,4,1372,NE,PIT,1,AFC-EAST,AFC-NORTH,17,3,12,1,short middle,0,Prime
1,2015,9,16,4,1349,PIT,NE,0,AFC-NORTH,AFC-EAST,30,1,10,1,deep right,18,Prime
1,2015,9,17,4,1320,NE,PIT,1,AFC-EAST,AFC-NORTH,48,1,10,0,right guard,4,Prime
1,2015,9,17,4,1263,NE,PIT,1,AFC-EAST,AFC-NORTH,8,1,10,0,left tackle,1,Prime
1,2015,9,17,4,1222,NE,PIT,1,AFC-EAST,AFC-NORTH,9,2,9,1,short left,10,Prime
1,2015,9,17,4,1179,NE,PIT,1,AFC-EAST,AFC-NORTH,20,1,10,0,center,3,Prime
1,2015,9,17,4,1135,NE,PIT,1,AFC-EAST,AFC-NORTH,24,2,7,0,center,3,Prime
1,2015,9,17,4,1093,NE,PIT,1,AFC-EAST,AFC-NORTH,27,3,4,1,short right,0,Prime
1,2015,9,18,4,1079,PIT,NE,0,AFC-NORTH,AFC-EAST,24,1,10,1,short right,0,Prime
1,2015,9,18,4,1072,PIT,NE,0,AFC-NORTH,AFC-EAST,24,2,10,1,short left,9,Prime
1,2015,9,18,4,1038,PIT,NE,0,AFC-NORTH,AFC-EAST,33,3,1,1,short middle,7,Prime
1,2015,9,18,4,1020,PIT,NE,0,AFC-NORTH,AFC-EAST,41,1,10,1,deep middle,0,Prime
1,2015,9,18,4,1015,PIT,NE,0,AFC-NORTH,AFC-EAST,41,2,10,1,short left,2,Prime
1,2015,9,18,4,987,PIT,NE,0,AFC-NORTH,AFC-EAST,43,3,8,1,short middle,13,Prime
1,2015,9,18,4,970,PIT,NE,0,AFC-NORTH,AFC-EAST,56,1,20,1,Sack,-7,Prime
1,2015,9,18,4,936,PIT,NE,0,AFC-NORTH,AFC-EAST,39,2,27,1,short middle,18,Prime
1,2015,9,18,4,927,PIT,NE,0,AFC-NORTH,AFC-EAST,68,3,9,1,short left,0,Prime
1,2015,9,18,4,922,PIT,NE,0,AFC-NORTH,AFC-EAST,68,4,9,1,short left,16,Prime
1,2015,9,18,4,911,PIT,NE,0,AFC-NORTH,AFC-EAST,85,1,10,1,short left,11,Prime
1,2015,9,18,4,907,PIT,NE,0,AFC-NORTH,AFC-EAST,97,1,10,1,short left,11,Prime
1,2015,9,1,1,4499,CHI,GB,1,NFC-NORTH,NFC-NORTH,13,1,10,0,right guard,3,Regular
1,2015,9,1,1,4466,CHI,GB,1,NFC-NORTH,NFC-NORTH,16,2,7,0,left guard,22,Regular
1,2015,9,1,1,4441,CHI,GB,1,NFC-NORTH,NFC-NORTH,40,1,10,1,short right,8,Regular
1,2015,9,1,1,4417,CHI,GB,1,NFC-NORTH,NFC-NORTH,58,2,2,0,left guard,4,Regular
1,2015,9,1,1,4379,CHI,GB,1,NFC-NORTH,NFC-NORTH,62,1,10,1,short left,6,Regular
1,2015,9,1,1,4337,CHI,GB,1,NFC-NORTH,NFC-NORTH,69,2,4,1,short right,0,Regular
1,2015,9,1,1,4331,CHI,GB,1,NFC-NORTH,NFC-NORTH,69,3,4,1,short middle,25,Regular
1,2015,9,1,1,4293,CHI,GB,1,NFC-NORTH,NFC-NORTH,96,1,10,0,left tackle,4,Regular
1,2015,9,1,1,4244,CHI,GB,1,NFC-NORTH,NFC-NORTH,95,2,11,1,short right,5,Regular
1,2015,9,1,1,4216,CHI,GB,1,NFC-NORTH,NFC-NORTH,51,3,6,1,Sack,-2,Regular
1,2015,9,2,1,4161,GB,CHI,0,NFC-NORTH,NFC-NORTH,33,1,10,0,Scrambles,2,Regular
1,2015,9,2,1,4129,GB,CHI,0,NFC-NORTH,NFC-NORTH,36,2,8,0,left tackle,5,Regular
1,2015,9,2,1,4088,GB,CHI,0,NFC-NORTH,NFC-NORTH,41,3,3,1,short right,0,Regular
1,2015,9,3,1,4075,CHI,GB,1,NFC-NORTH,NFC-NORTH,13,1,10,0,right tackle,1,Regular
1,2015,9,3,1,4032,CHI,GB,1,NFC-NORTH,NFC-NORTH,14,2,9,1,short right,9,Regular
1,2015,9,3,1,4008,CHI,GB,1,NFC-NORTH,NFC-NORTH,24,1,10,0,right guard,1,Regular
1,2015,9,3,1,3960,CHI,GB,1,NFC-NORTH,NFC-NORTH,25,2,9,1,short right,0,Regular
1,2015,9,4,1,3925,GB,CHI,0,NFC-NORTH,NFC-NORTH,16,1,10,1,short middle,20,Regular
1,2015,9,4,1,3893,GB,CHI,0,NFC-NORTH,NFC-NORTH,38,1,10,0,left tackle,1,Regular
1,2015,9,4,1,3859,GB,CHI,0,NFC-NORTH,NFC-NORTH,39,2,9,1,short left,9,Regular
1,2015,9,4,1,3816,GB,CHI,0,NFC-NORTH,NFC-NORTH,58,1,10,0,left tackle,16,Regular
1,2015,9,4,1,3785,GB,CHI,0,NFC-NORTH,NFC-NORTH,75,1,10,0,left tackle,4,Regular
1,2015,9,4,1,3750,GB,CHI,0,NFC-NORTH,NFC-NORTH,80,2,6,1,short left,5,Regular
1,2015,9,4,1,3726,GB,CHI,0,NFC-NORTH,NFC-NORTH,85,3,1,0,right guard,2,Regular
1,2015,9,4,1,3697,GB,CHI,0,NFC-NORTH,NFC-NORTH,87,1,10,1,deep right,0,Regular
1,2015,9,4,1,3690,GB,CHI,0,NFC-NORTH,NFC-NORTH,87,2,10,1,short right,7,Regular
1,2015,9,4,1,3650,GB,CHI,0,NFC-NORTH,NFC-NORTH,95,3,3,1,short left,13,Regular
1,2015,9,5,1,3643,CHI,GB,1,NFC-NORTH,NFC-NORTH,13,1,10,0,left tackle,2,Regular
1,2015,9,5,2,3600,CHI,GB,1,NFC-NORTH,NFC-NORTH,15,2,8,0,right guard,5,Regular
1,2015,9,5,2,3556,CHI,GB,1,NFC-NORTH,NFC-NORTH,20,3,3,0,left tackle,8,Regular
1,2015,9,5,2,3524,CHI,GB,1,NFC-NORTH,NFC-NORTH,29,1,10,0,left guard,6,Regular
1,2015,9,5,2,3478,CHI,GB,1,NFC-NORTH,NFC-NORTH,41,1,10,0,left tackle,8,Regular
1,2015,9,5,2,3432,CHI,GB,1,NFC-NORTH,NFC-NORTH,59,2,2,1,short left,0,Regular
1,2015,9,5,2,3428,CHI,GB,1,NFC-NORTH,NFC-NORTH,59,3,2,1,short left,4,Regular
1,2015,9,5,2,3374,CHI,GB,1,NFC-NORTH,NFC-NORTH,69,1,5,0,left tackle,23,Regular
1,2015,9,5,2,3327,CHI,GB,1,NFC-NORTH,NFC-NORTH,94,1,10,1,short left,0,Regular
1,2015,9,5,2,3322,CHI,GB,1,NFC-NORTH,NFC-NORTH,94,2,10,0,left tackle,5,Regular
1,2015,9,5,2,3279,CHI,GB,1,NFC-NORTH,NFC-NORTH,50,3,5,1,short left,0,Regular
1,2015,9,5,2,3269,CHI,GB,1,NFC-NORTH,NFC-NORTH,55,4,1,0,right tackle,1,Regular
1,2015,9,5,2,3225,CHI,GB,1,NFC-NORTH,NFC-NORTH,66,1,4,1,short left,0,Regular
1,2015,9,5,2,3221,CHI,GB,1,NFC-NORTH,NFC-NORTH,66,2,4,1,short left,4,Regular
1,2015,9,5,2,3213,CHI,GB,1,NFC-NORTH,NFC-NORTH,66,2,4,0,right tackle,3,Regular
1,2015,9,5,2,3174,CHI,GB,1,NFC-NORTH,NFC-NORTH,99,3,1,0,left tackle,1,Regular
1,2015,9,6,2,3169,GB,CHI,0,NFC-NORTH,NFC-NORTH,13,1,10,0,left guard,7,Regular
1,2015,9,6,2,3127,GB,CHI,0,NFC-NORTH,NFC-NORTH,20,3,3,1,short left,3,Regular
1,2015,9,6,2,3109,GB,CHI,0,NFC-NORTH,NFC-NORTH,24,1,10,1,short right,4,Regular
1,2015,9,6,2,3075,GB,CHI,0,NFC-NORTH,NFC-NORTH,28,2,6,1,deep left,34,Regular
1,2015,9,6,2,3051,GB,CHI,0,NFC-NORTH,NFC-NORTH,74,1,10,1,short right,21,Regular
1,2015,9,6,2,3012,GB,CHI,0,NFC-NORTH,NFC-NORTH,97,1,10,0,left guard,3,Regular
1,2015,9,6,2,2960,GB,CHI,0,NFC-NORTH,NFC-NORTH,90,2,17,0,left guard,-1,Regular
1,2015,9,6,2,2897,GB,CHI,0,NFC-NORTH,NFC-NORTH,78,3,28,1,short left,10,Regular
1,2015,9,7,2,2845,CHI,GB,1,NFC-NORTH,NFC-NORTH,14,1,10,0,Scrambles,4,Regular
1,2015,9,7,2,2820,CHI,GB,1,NFC-NORTH,NFC-NORTH,18,2,6,0,left tackle,3,Regular
1,2015,9,7,2,2815,CHI,GB,1,NFC-NORTH,NFC-NORTH,21,3,3,0,left tackle,8,Regular
1,2015,9,7,2,2789,CHI,GB,1,NFC-NORTH,NFC-NORTH,30,1,10,1,short right,5,Regular
1,2015,9,7,2,2784,CHI,GB,1,NFC-NORTH,NFC-NORTH,36,2,5,1,short right,0,Regular
1,2015,9,7,2,2776,CHI,GB,1,NFC-NORTH,NFC-NORTH,36,3,5,0,Scrambles,12,Regular
1,2015,9,7,2,2768,CHI,GB,1,NFC-NORTH,NFC-NORTH,58,1,10,1,deep right,0,Regular
1,2015,9,7,2,2764,CHI,GB,1,NFC-NORTH,NFC-NORTH,58,2,10,0,left tackle,6,Regular
1,2015,9,7,2,2734,CHI,GB,1,NFC-NORTH,NFC-NORTH,64,3,4,1,short left,9,Regular
1,2015,9,7,2,2718,CHI,GB,1,NFC-NORTH,NFC-NORTH,74,2,10,1,deep left,0,Regular
1,2015,9,9,3,2694,GB,CHI,0,NFC-NORTH,NFC-NORTH,36,1,10,0,left tackle,11,Regular
1,2015,9,9,3,2652,GB,CHI,0,NFC-NORTH,NFC-NORTH,57,1,10,1,short right,2,Regular
1,2015,9,9,3,2628,GB,CHI,0,NFC-NORTH,NFC-NORTH,59,2,8,0,left tackle,15,Regular
1,2015,9,9,3,2564,GB,CHI,0,NFC-NORTH,NFC-NORTH,53,1,6,1,short middle,5,Regular
1,2015,9,9,3,2519,GB,CHI,0,NFC-NORTH,NFC-NORTH,99,2,1,1,short left,1,Regular
1,2015,9,10,3,2495,CHI,GB,1,NFC-NORTH,NFC-NORTH,18,1,10,0,right guard,2,Regular
1,2015,9,10,3,2457,CHI,GB,1,NFC-NORTH,NFC-NORTH,20,2,8,0,left tackle,-1,Regular
1,2015,9,10,3,2416,CHI,GB,1,NFC-NORTH,NFC-NORTH,19,3,9,1,short right,12,Regular
1,2015,9,10,3,2370,CHI,GB,1,NFC-NORTH,NFC-NORTH,32,1,10,0,right tackle,20,Regular
1,2015,9,10,3,2329,CHI,GB,1,NFC-NORTH,NFC-NORTH,63,1,10,0,right tackle,5,Regular
1,2015,9,10,3,2287,CHI,GB,1,NFC-NORTH,NFC-NORTH,69,2,5,0,left tackle,2,Regular
1,2015,9,10,3,2248,CHI,GB,1,NFC-NORTH,NFC-NORTH,71,3,3,1,short left,12,Regular
1,2015,9,10,3,2194,CHI,GB,1,NFC-NORTH,NFC-NORTH,73,1,20,0,left tackle,2,Regular
1,2015,9,10,3,2148,CHI,GB,1,NFC-NORTH,NFC-NORTH,75,2,18,1,deep right,0,Regular
1,2015,9,10,3,2142,CHI,GB,1,NFC-NORTH,NFC-NORTH,75,3,18,0,left guard,5,Regular
1,2015,9,11,3,2090,GB,CHI,0,NFC-NORTH,NFC-NORTH,15,1,10,0,left tackle,8,Regular
1,2015,9,11,3,2030,GB,CHI,0,NFC-NORTH,NFC-NORTH,18,2,7,0,left guard,4,Regular
1,2015,9,11,3,1963,GB,CHI,0,NFC-NORTH,NFC-NORTH,17,3,8,1,short right,9,Regular
1,2015,9,11,3,1941,GB,CHI,0,NFC-NORTH,NFC-NORTH,27,1,10,0,right tackle,2,Regular
1,2015,9,11,3,1896,GB,CHI,0,NFC-NORTH,NFC-NORTH,29,2,8,0,Scrambles,4,Regular
1,2015,9,11,3,1861,GB,CHI,0,NFC-NORTH,NFC-NORTH,33,3,4,0,Scrambles,12,Regular
1,2015,9,11,3,1825,GB,CHI,0,NFC-NORTH,NFC-NORTH,56,1,10,1,short left,0,Regular
1,2015,9,11,3,1820,GB,CHI,0,NFC-NORTH,NFC-NORTH,56,2,10,0,right guard,-1,Regular
1,2015,9,11,4,1800,GB,CHI,0,NFC-NORTH,NFC-NORTH,54,3,11,1,short left,10,Regular
1,2015,9,11,4,1771,GB,CHI,0,NFC-NORTH,NFC-NORTH,65,4,1,0,left guard,3,Regular
1,2015,9,11,4,1729,GB,CHI,0,NFC-NORTH,NFC-NORTH,69,1,10,0,Scrambles,15,Regular
1,2015,9,11,4,1691,GB,CHI,0,NFC-NORTH,NFC-NORTH,85,1,10,0,right guard,1,Regular
1,2015,9,11,4,1650,GB,CHI,0,NFC-NORTH,NFC-NORTH,86,2,9,0,right tackle,5,Regular
1,2015,9,11,4,1607,GB,CHI,0,NFC-NORTH,NFC-NORTH,92,3,4,0,right guard,5,Regular
1,2015,9,11,4,1575,GB,CHI,0,NFC-NORTH,NFC-NORTH,97,1,10,0,Scrambles,1,Regular
1,2015,9,11,4,1532,GB,CHI,0,NFC-NORTH,NFC-NORTH,55,2,4,1,short left,5,Regular
1,2015,9,12,4,1526,CHI,GB,1,NFC-NORTH,NFC-NORTH,13,1,10,0,Scrambles,11,Regular
1,2015,9,12,4,1485,CHI,GB,1,NFC-NORTH,NFC-NORTH,25,1,10,0,right guard,3,Regular
1,2015,9,12,4,1444,CHI,GB,1,NFC-NORTH,NFC-NORTH,28,2,7,1,short right,0,Regular
1,2015,9,12,4,1440,CHI,GB,1,NFC-NORTH,NFC-NORTH,28,3,7,1,short left,50,Regular
1,2015,9,12,4,1417,CHI,GB,1,NFC-NORTH,NFC-NORTH,92,1,10,1,short left,10,Regular
1,2015,9,12,4,1394,CHI,GB,1,NFC-NORTH,NFC-NORTH,53,1,6,1,short left,4,Regular
1,2015,9,12,4,1371,CHI,GB,1,NFC-NORTH,NFC-NORTH,88,2,2,1,short right,0,Regular
1,2015,9,12,4,1368,CHI,GB,1,NFC-NORTH,NFC-NORTH,88,3,2,1,short right,0,Regular
1,2015,9,12,4,1362,CHI,GB,1,NFC-NORTH,NFC-NORTH,88,4,2,1,short right,0,Regular
1,2015,9,13,4,1358,GB,CHI,0,NFC-NORTH,NFC-NORTH,12,1,10,1,short right,6,Regular
1,2015,9,13,4,1322,GB,CHI,0,NFC-NORTH,NFC-NORTH,49,2,4,0,left tackle,1,Regular
1,2015,9,13,4,1283,GB,CHI,0,NFC-NORTH,NFC-NORTH,50,3,3,1,short right,0,Regular
1,2015,9,14,4,1265,CHI,GB,1,NFC-NORTH,NFC-NORTH,64,1,10,0,left tackle,8,Regular
1,2015,9,14,4,1208,CHI,GB,1,NFC-NORTH,NFC-NORTH,68,2,7,0,left tackle,0,Regular
1,2015,9,14,4,1170,CHI,GB,1,NFC-NORTH,NFC-NORTH,68,3,7,1,short right,9,Regular
1,2015,9,15,4,1121,GB,CHI,0,NFC-NORTH,NFC-NORTH,57,1,10,0,right guard,1,Regular
1,2015,9,15,4,1076,GB,CHI,0,NFC-NORTH,NFC-NORTH,63,2,4,0,left tackle,5,Regular
1,2015,9,15,4,1032,GB,CHI,0,NFC-NORTH,NFC-NORTH,69,1,10,0,left tackle,1,Regular
1,2015,9,15,4,1019,GB,CHI,0,NFC-NORTH,NFC-NORTH,88,1,2,0,left guard,2,Regular
1,2015,9,16,4,1010,CHI,GB,1,NFC-NORTH,NFC-NORTH,21,1,10,1,short middle,17,Regular
1,2015,9,16,4,981,CHI,GB,1,NFC-NORTH,NFC-NORTH,81,1,10,1,deep right,0,Regular
1,2015,9,16,4,976,CHI,GB,1,NFC-NORTH,NFC-NORTH,81,2,10,1,short left,0,Regular
1,2015,9,16,4,971,CHI,GB,1,NFC-NORTH,NFC-NORTH,81,3,10,1,short left,2,Regular
1,2015,9,16,4,942,CHI,GB,1,NFC-NORTH,NFC-NORTH,83,4,8,1,short right,24,Regular
1,2015,9,1,1,4500,SEA,STL,0,NFC-WEST,NFC-WEST,13,1,10,0,left tackle,2,Regular
1,2015,9,1,1,4463,SEA,STL,0,NFC-WEST,NFC-WEST,15,2,8,1,short left,7,Regular
1,2015,9,1,1,4432,SEA,STL,0,NFC-WEST,NFC-WEST,22,3,1,0,center,10,Regular
